Datetime,ClosePrice,AvgPrice,MedianPrice,LogAvgPrice,TotalVolume,TotalAmount,TradeCount,VWAP,FutureDirection
2023-11-13 14:00:00,145.48,145.43864004750114,145.4386784897025,4.979753968827543,71235,10360762.2725,840,145.43871386475516,1
2023-11-13 15:00:00,145.77,145.67270540989932,145.67272315436242,4.981362163552698,216007,31475859.685,1800,145.6727596837208,0
2023-11-14 09:00:00,147.47,147.20448834097365,147.20450131810193,4.991821631149259,292217,42938490.212,2095,147.20463436029175,1
2023-11-14 10:00:00,148.49,148.17467189735504,148.17468749999998,4.998390459507035,155882,23094303.7855,2051,148.1746748334895,0
2023-11-14 11:00:00,148.46,148.69339628106647,148.69339174454828,5.0018850880118055,173047,25730770.675,2090,148.69336251232917,1
2023-11-14 12:00:00,148.85,148.5375590808091,148.5375088105727,5.000837524428082,119047,17682418.151,1379,148.53754392167255,0
2023-11-14 13:00:00,148.32,148.82712358124698,148.8270749246988,5.002784420648154,121978,18154701.677500002,1444,148.8271830679021,1
2023-11-14 14:00:00,148.86,148.59273760983308,148.59273770491802,5.001207951972112,103723,15411224.0325,1235,148.59274023761552,0
2023-11-14 15:00:00,148.45,148.70133935646547,148.7013822869955,5.001938402048271,431862,64156563.065,3553,148.70137186088792,0
2023-11-15 09:00:00,149.16,149.36252983019457,149.36245893141947,5.00637411976238,271002,40397550.65,1887,149.36293989200158,1
2023-11-15 10:00:00,149.87,149.5121676564492,149.51216343582888,5.00737558896994,122551,18332895.735,1551,149.51220618980213,0
2023-11-15 11:00:00,149.38,149.4743400145412,149.47433781362005,5.00712299230222,137946,20620041.115,1720,149.474376047908,1
2023-11-15 12:00:00,149.58,149.54712070621036,149.54710361067504,5.0076111150462,134343,20089634.6245,1503,149.54722055732023,1
2023-11-15 13:00:00,149.7,149.66187777370692,149.66188010657194,5.008378418410049,89765,13432830.764,1075,149.66194825156836,1
2023-11-15 14:00:00,149.77,149.75911791097764,149.75913511187608,5.009027917861228,94871,14208260.145,1169,149.75916087288638,0
2023-11-15 15:00:00,149.75,149.8232389992532,149.82321835154826,5.00945562858116,355642,53268545.42,3420,149.82333098830418,0
2023-11-16 09:00:00,150.6,150.67422566297418,150.67432472324722,5.015119559041796,216382,32568996.1,1449,150.67437162862362,0
2023-11-16 10:00:00,150.5,150.66962242652212,150.66965210526314,5.015089108669406,163503,24636066.3315,1992,150.66972196585687,1
2023-11-16 11:00:00,150.53,150.45193865571156,150.4518543191801,5.013643554791198,132210,19890585.405,1457,150.4521196623016,1
2023-11-16 12:00:00,150.61,150.72288785654587,150.72285187969925,5.015442797843888,108054,16286562.3,1291,150.72286181885113,0
2023-11-16 13:00:00,150.45,150.4777632437315,150.47771044992743,5.013815134063687,134343,20217046.23,1404,150.47784183802756,1
2023-11-16 14:00:00,150.66,150.52631317875614,150.52635502049182,5.014137653655707,71366,10743018.705,883,150.52638183509018,1
2023-11-16 15:00:00,151.415,151.11258685790742,151.1125255544841,5.018024094953929,406098,61424133.269999996,3081,151.1125766554484,0
2023-11-17 09:00:00,152.57,152.15623198339622,152.1561945754717,5.024906518701001,599139,91183704.081,1039,152.15637032926415,0
2023-11-17 10:00:00,152.02,152.36961167201346,152.36964663865547,5.0263087947677665,95703,14582731.385,1158,152.36951207335125,1
2023-11-17 11:00:00,152.51,152.28323778768052,152.28320415879017,5.0257416871235385,90987,13856375.56,975,152.28331219886766,0
2023-11-17 12:00:00,152.47,152.46661901455803,152.46665885947047,5.026945545905466,76698,11693411.2515,942,152.46667105247252,1
2023-11-17 13:00:00,152.52,152.3438874813126,152.34395941883767,5.026140142291768,77378,11787884.0595,890,152.34397344912625,0
2023-11-17 14:00:00,152.38,152.37889336354812,152.3788441422594,5.026370075808504,79572,12124905.075,898,152.37900288277407,1
2023-11-17 15:00:00,152.84,152.53991291834413,152.53993041497978,5.027425958301875,330829,50496641.855,2562,152.53994290457288,0
2023-11-20 09:00:00,152.64,152.4443090186419,152.44436021959459,5.0267983492109956,273228,41628226.94500001,1571,152.44418906720608,1
2023-11-20 10:00:00,152.79,152.6493943592584,152.64937920592195,5.028142970084042,88484,13509695.405,1350,152.64937112312788,1
2023-11-20 11:00:00,152.99,152.8526779749779,152.85259714548803,5.029474436087683,74552,11395280.346,990,152.85265720194474,0
2023-11-20 12:00:00,152.87,152.92217815406278,152.92216928251122,5.029929063764341,57927,8858491.065,834,152.92216769235648,1
2023-11-20 13:00:00,153.22,153.07326930996902,153.07330752212388,5.0309166024133525,81730,12510939.395,960,153.07331712568583,1
2023-11-20 14:00:00,153.52,153.42813267651957,153.4281827586207,5.0332319985737,65076,9984729.64,794,153.4282673894069,0
2023-11-20 15:00:00,153.29,153.4988445953063,153.49884065315314,5.033692140985062,296330,45452764.745,2680,153.49890243913964,0
2023-11-21 09:00:00,152.86,152.9251218865109,152.925134194831,5.029947368040924,200685,30718459.787499998,1313,152.9251405754533,1
2023-11-21 10:00:00,153.41,153.20857543353557,153.20860355648537,5.031799568488911,100063,15332446.9225,1442,153.20864029487169,0
2023-11-21 11:00:00,153.12,153.3352062847432,153.33517450271248,5.032626054564797,83844,12856240.54,1051,153.33521915988788,0
2023-11-21 12:00:00,153.1,153.03070382140683,153.0307483940043,5.030638484599251,69536,10641568.6725,904,153.03077295735545,0
2023-11-21 13:00:00,153.09,153.01944770114713,153.01939770114942,5.030564815788131,57833,8850084.493,770,153.01946731990117,1
2023-11-21 14:00:00,153.1,152.99714994736325,152.99720408163267,5.030419229442688,62297,9531800.37,896,152.997167828451,0
2023-11-21 15:00:00,152.96,153.0896231829001,153.08961267605633,5.031023436122616,274824,42065910.46,2116,153.0896518999142,0
2023-11-22 09:00:00,153.39,153.3311999902976,153.33123190348525,5.03259986666501,150999,23158870.577,888,153.33107271280429,1
2023-11-22 10:00:00,153.42,153.62665903582027,153.62671587837838,5.034524950035157,112069,17216791.855,1534,153.62678310537297,1
2023-11-22 11:00:00,153.57,153.52215268577822,153.52221723790325,5.033844736604591,77555,11906532.43,953,153.5223461399234,0
2023-11-22 12:00:00,153.32,153.4777560434396,153.4778079710145,5.033555279145079,60865,9342968.385,844,153.4779168552488,0
2023-11-22 13:00:00,153.1,153.17942612676453,153.1794476744186,5.031609770448285,49443,7573093.92,605,153.17951492315987,1
2023-11-22 14:00:00,153.21,153.21377234137532,153.21377680965148,5.031834049271493,51957,7960592.662500001,646,153.21388264159785,1
2023-11-22 15:00:00,153.32,153.3400021867224,153.3399952761628,5.032657580263005,162254,24880917.1325,1571,153.3400059828343,0
2023-11-24 09:00:00,153.94,153.77401078207356,153.77397479564033,5.0354838559486055,164507,25271278.395,999,153.77390505249318,1
2023-11-24 10:00:00,154.31,154.14465111382333,154.14464708404802,5.03789074636203,117972,18181222.495,1331,154.14471962571014,0
2023-11-24 11:00:00,153.43,153.80117308777508,153.80118944636678,5.035659302795681,108029,16614566.265,1207,153.80120172000346,1
2023-11-24 12:00:00,153.48,153.47996136316235,153.48005747126436,5.033569767306246,180430,27691978.42,1899,153.48007607500574,1
2023-11-24 13:00:00,153.54,153.54,153.54,5.033961119399752,1530528,234997269.11999997,4,153.54,0
2023-11-24 15:00:00,153.54,153.54,153.54,5.033961119399752,510176,78332423.03999999,2,153.54,0
2023-11-27 09:00:00,153.24,153.06114115745314,153.0613056640625,5.030836875710531,176573,27063094.9925,1303,153.061277988416,0
2023-11-27 10:00:00,152.83,153.0152239897729,153.01527024647888,5.030537112020081,92289,14121752.4025,1149,153.01535910084684,0
2023-11-27 11:00:00,152.81,152.95343731338215,152.95346178343948,5.030133338086157,95538,14611798.515,957,152.95344266404672,0
2023-11-27 12:00:00,152.81,152.82736245227247,152.82738558201058,5.029308901136666,69248,10583304.6555,730,152.82737411988097,1
2023-11-27 13:00:00,153.08,152.8760145482493,152.87608166189113,5.029627043064791,65943,10081361.5125,696,152.876083383553,0
2023-11-27 14:00:00,153.04,153.03448173202457,153.0344133906634,5.030663119492748,79030,12094340.7225,851,153.03455715616462,1
2023-11-27 15:00:00,153.18,153.1478063936924,153.14779727030626,5.03140342458847,228443,34985436.9545,1891,153.14792078515978,0
2023-11-28 09:00:00,153.07,153.19514618292382,153.19511587301588,5.031711612467222,139319,21345810.542,682,153.19523280460953,1
2023-11-28 10:00:00,153.76,153.31418305592217,153.31418460264902,5.032488150332679,105704,16210883.93,1272,153.314178071601,0
2023-11-28 11:00:00,153.7,153.5815469504011,153.58151785714284,5.034231349910172,94825,14564754.03,1065,153.58161517626738,0
2023-11-28 12:00:00,153.29,153.46294302720713,153.46290476190475,5.033458661493403,69584,10679743.0275,846,153.46313054187144,1
2023-11-28 13:00:00,153.31,153.3570927624119,153.35715961098398,5.032768817950723,61718,9464326.6075,830,153.357198477643,1
2023-11-28 14:00:00,153.64,153.5454112034175,153.54538767395627,5.033996175337843,95807,14711990.2025,964,153.54547934500795,0
2023-11-28 15:00:00,153.505,153.62483452329718,153.62482402234636,5.0345133621905225,271533,41710131.4225,2237,153.62471340602121,0
2023-11-29 09:00:00,154.78,154.46175192981562,154.4617394789579,5.039945772340499,197798,30522922.18,1315,154.4617121728036,1
2023-11-29 10:00:00,155.15,155.05027874741555,155.05029921020656,5.043747972075671,165707,25697124.35,1700,155.05031386678007,0
2023-11-29 11:00:00,154.64,154.84188940838797,154.84182913165267,5.042403183765669,123746,19164830.5515,1464,154.8419457462773,1
2023-11-29 12:00:00,154.84,154.72111148258958,154.72117036753446,5.041624040357363,139131,21528620.0005,1625,154.7212003830873,1
2023-11-29 13:00:00,155.16,154.90892951602217,154.90885006925208,5.042837266523832,210580,32617257.39,2037,154.90896911505402,0
2023-11-29 14:00:00,154.86,155.24135649364482,155.24127896341463,5.0449796910480975,117284,18209799.51,1417,155.2415654270442,0
2023-11-29 15:00:00,154.38,154.42867766906414,154.42870842391304,5.039731618600879,269094,41546468.3225,2458,154.42885744796956,0
2023-11-30 09:00:00,155.22,154.8172645486634,154.8173651574803,5.042244735765519,173766,26909562.357499998,1204,154.8172991875551,1
2023-11-30 10:00:00,155.42,155.13416533150536,155.13408042895443,5.044290103959962,96779,15013917.7775,1345,155.13426919757103,1
2023-11-30 11:00:00,155.44,155.47407322898692,155.47404616013074,5.046478743821581,79487,12358990.915000001,1051,155.4741853602843,0
2023-11-30 12:00:00,155.24,155.29384728381598,155.29386640798228,5.045318796049223,63008,9785215.92,810,155.29389701604214,1
2023-11-30 13:00:00,155.38,155.3836683425801,155.38360861650486,5.045897232190267,53961,8384710.9275,701,155.3837312391432,1
2023-11-30 14:00:00,155.77,155.5550668041592,155.55509081632653,5.046999574304766,66403,10329704.47,857,155.55510032263675,1
2023-11-30 15:00:00,156.01,155.72370359414504,155.72374644128115,5.048082906823649,557513,86892788.0375,3554,155.72378443428823,0
2023-12-01 09:00:00,156.9,156.40412280337932,156.40406411637932,5.052442235843835,201818,31494385.705500003,1072,156.40405005046122,0
2023-12-01 10:00:00,156.7,156.7927345448098,156.7928063602015,5.054924314928362,118610,18600561.1625,1495,156.79284764837152,1
2023-12-01 11:00:00,157.55,157.05471147054422,157.05464227895393,5.0565923582834875,113760,17869054.795,1431,157.05487293319428,1
2023-12-01 12:00:00,157.81,157.6703863224914,157.67037679083094,5.060506577178201,99297,15655841.6575,1257,157.67055751042838,0
2023-12-01 13:00:00,157.34,157.56574052355862,157.56575494672754,5.059842514964499,91250,14378105.181499999,1177,157.5657890632405,0
2023-12-01 14:00:00,157.28,157.28202890767403,157.28207470288623,5.058040223761525,100102,15745581.2145,1168,157.28205276670118,0
2023-12-01 15:00:00,156.84,157.02021455371255,157.0202382772681,5.0563741935341575,290762,45636592.0695,2534,157.02016117225688,0
2023-12-04 09:00:00,157.18,156.9916931788689,156.9916516634051,5.056188310472296,221944,34707522.355,1228,156.99156390406458,0
2023-12-04 10:00:00,156.95,157.15333849727824,157.1533091004184,5.05722145739991,149949,23563520.9045,1889,157.15338719890377,1
2023-12-04 11:00:00,157.15,157.13156144496207,157.13157898894156,5.057082977608417,107964,16965417.7595,1281,157.1317158397504,1
2023-12-04 12:00:00,157.35,157.30271936535223,157.30271005154637,5.058171897539989,112046,17626741.455,1158,157.30284658565637,1
2023-12-04 13:00:00,157.68,157.6014074545074,157.60151203703703,5.060068687950207,78630,12391800.0625,1089,157.60153820462776,0
2023-12-04 14:00:00,157.58,157.61674600026114,157.61667190082645,5.06016623876861,98665,15550958.9685,1181,157.6168197792909,1
2023-12-04 15:00:00,157.98,157.8251276117921,157.82507944139195,5.061487133346547,348871,55079675.065000005,2881,157.82509779833424,0
2023-12-05 09:00:00,157.4,157.54775794757415,157.5477894486692,5.05972802818521,199595,31417452.38,1291,157.5476336495,1
2023-12-05 10:00:00,157.47,157.3053457891733,157.30533250551878,5.058188151859719,168167,26454212.815,2034,157.30539646084546,1
2023-12-05 11:00:00,157.6,157.50931274734853,157.50927446380697,5.059484393003234,129787,20442549.15,1505,157.50922783915013,1
2023-12-05 12:00:00,157.89,157.67133322699013,157.6713610719323,5.060512485301629,132699,20922038.84,1412,157.67127942324964,1
2023-12-05 13:00:00,158.25,158.1046103732375,158.10452496217852,5.063256480857549,106936,16906503.9725,1296,158.10444713209833,0
2023-12-05 14:00:00,158.23,158.2728252898477,158.27285550458717,5.064320165403065,87287,13815583.855,1010,158.27281527903853,0
2023-12-05 15:00:00,157.99,158.06430574661482,158.0642641606591,5.0630010629320505,325596,51441498.18,2715,158.0642790400968,0
2023-12-06 09:00:00,158.48,158.60619330589157,158.60622104779412,5.066421999889247,252279,40059884.8775,1305,158.6062911668989,0
2023-12-06 10:00:00,157.33,158.05297652641423,158.05300350058343,5.062927044643875,135730,21454211.62,1721,158.05302738933838,0
2023-12-06 11:00:00,157.26,157.28548683026258,157.2854539106145,5.058062214115234,121412,19096131.355,1377,157.28543452159914,0
2023-12-06 12:00:00,157.25,157.1336182987742,157.13362056451612,5.057096222371208,99496,15634035.445,1132,157.13354197213872,0
2023-12-06 13:00:00,157.01,157.2951930377037,157.29519973544973,5.058124077681151,168049,26435052.405,1630,157.2951754486389,0
2023-12-06 14:00:00,156.8,156.91054603749436,156.9105354267311,5.05567564016662,92052,14444349.735,1080,156.910645545562,0
2023-12-06 15:00:00,156.38,156.39520951901386,156.3953234750462,5.052385314822807,290133,45364641.035000004,2568,156.39530796311368,0
2023-12-07 09:00:00,156.83,156.60682226074206,156.60690972222224,5.053737488327325,177442,27796343.545,1055,156.60698811085317,1
2023-12-07 10:00:00,156.88,156.94910367827052,156.9491310897436,5.055921241219529,112602,17673367.3525,1465,156.9491751729705,0
