Datetime,alpha_score,signal,strategy_return,cumulative_strategy_return,buy_and_hold
2023-07-03 09:30:00,0.0,0,,,
2023-07-03 09:45:00,0.0,0,0.0,1.0,1.005211190345584
2023-07-03 10:00:00,0.0,0,-0.0,1.0,1.002194185408667
2023-07-03 10:15:00,0.0,0,-0.0,1.0,1.0013713658804166
2023-07-03 10:30:00,0.0,0,0.0,1.0,1.0063082830499173
2023-07-03 10:45:00,0.0008776741634667573,0,-0.0,1.0,1.0021941854086667
2023-07-03 11:00:00,-0.00021828103683487756,0,0.0,1.0,1.0046626439934172
2023-07-03 11:15:00,0.0010946907498631476,0,0.0,1.0,1.0049369171695006
2023-07-03 11:30:00,0.002081621473568962,0,0.0,1.0,1.006582556226001
2023-07-03 11:45:00,5.693125744745672e-05,0,-0.0,1.0,1.0053483269336256
2023-07-03 12:00:00,-0.26033986079658894,-1,0.0,1.0,1.0058968732857922
2023-07-03 12:15:00,-0.20060660474542444,-1,-0.0,1.0,1.0058968732857922
2023-07-03 12:30:00,0.2705199245553074,0,-0.0009543285616906427,0.9990456714383094,1.006856829402084
2023-07-03 12:45:00,1.0157209771521054,1,-0.0,0.9990456714383094,1.004731212287438
2023-07-03 13:00:00,7.290369435063527,1,0.00047771787347294925,0.9995229334119712,1.0052111903455838
2023-07-03 15:30:00,2.8644893896298464,1,0.0,0.9995229334119712,1.0052111903455838
2023-07-05 09:30:00,1.4148249217956537,1,0.0008185538881309018,1.0003410967953916,1.0060340098738338
2023-07-05 09:45:00,-0.0462499605769346,0,0.0021810250817884125,1.002522865817846,1.0082281952825007
2023-07-05 10:00:00,0.11192527021913913,0,0.0,1.002522865817846,1.0087767416346676
2023-07-05 10:15:00,-0.14930892006543095,0,-0.0,1.002522865817846,1.0080910586944591
2023-07-05 10:30:00,0.16893573896741776,0,-0.0,1.002522865817846,1.0069939659901257
2023-07-05 10:45:00,0.3014673014396652,1,0.0,1.002522865817846,1.0095995611629178
2023-07-05 11:00:00,-0.08830708564305076,0,0.002852485737571131,1.0053825479941803,1.0124794295117931
2023-07-05 11:15:00,-0.18075352351161245,-1,0.0,1.0053825479941803,1.0131651124520016
2023-07-05 11:30:00,-0.2887011153695129,-1,0.0008121277747699107,1.0061990470856752,1.0123422929237513
2023-07-05 11:45:00,-0.28290277989874474,-1,-0.0,1.0061990470856752,1.0123422929237513
2023-07-05 12:00:00,-0.26587834420437617,-1,0.0018965050121916294,1.0081073086217356,1.0104223806911679
2023-07-05 12:15:00,0.07771563935746761,0,0.002442996742671122,1.0105701114929615,1.0079539221064173
2023-07-05 12:30:00,-0.009919425672083648,0,-0.0,1.0105701114929615,1.006719692814042
2023-07-05 12:45:00,0.10608875585068636,0,-0.0,1.0105701114929615,1.0043883708173333
2023-07-05 13:00:00,0.0007844021983253848,0,-0.0,1.0105701114929615,1.003702687877125
2023-07-05 13:15:00,-0.11629253626021223,0,0.0,1.0105701114929615,1.0038398244651665
2023-07-05 13:30:00,-0.20591001344377283,-1,-0.0,1.0105701114929615,1.0023313219967078
2023-07-05 13:45:00,-0.10862885297867567,0,0.0001368176221098194,1.0107083752925914,1.002194185408666
2023-07-05 14:00:00,-0.11034825626575746,0,-0.0,1.0107083752925914,1.0015085024684576
2023-07-05 14:15:00,0.3094374277287982,1,-0.0,1.0107083752925914,1.0013713658804158
2023-07-05 14:30:00,-0.04977418109471042,0,0.00027389756231177564,1.0109852058527922,1.0016456390564992
2023-07-05 14:45:00,-0.056239217495745585,0,-0.0,1.0109852058527922,1.0012342292923742
2023-07-05 15:00:00,-0.07063531589691116,0,-0.0,1.0109852058527922,1.0001371365880407
2023-07-05 15:15:00,0.12734165119135,0,-0.0,1.0109852058527922,0.9995885902358739
2023-07-05 15:30:00,0.16585685530937247,0,-0.0,1.0109852058527922,0.9993143170597906
2023-07-05 15:45:00,2.356328607838672,1,0.0,1.0109852058527922,0.999999999999999
2023-07-06 09:30:00,3.9553588654579626,1,-0.010148107515084992,1.0007256192876377,0.989851892484914
2023-07-06 09:45:00,0.18734113339258773,0,0.0,1.0007256192876377,0.989851892484914
2023-07-06 10:00:00,0.5750702559756946,1,-0.0,1.0007256192876377,0.9876577070762469
2023-07-06 10:15:00,-0.12475471654478634,0,-0.0023604554290475033,0.9983634510666033,0.9853263850795382
2023-07-06 10:30:00,0.32734019549219107,1,-0.0,0.9983634510666033,0.9835436094349963
2023-07-06 10:45:00,0.1562044701484205,0,0.001673173452314547,1.000033886288689,0.9851892484914966
2023-07-06 11:00:00,0.22059175542867582,0,-0.0,1.000033886288689,0.9829950630828296
2023-07-06 11:15:00,0.21908488459656905,0,-0.0,1.000033886288689,0.982720789906746
2023-07-06 11:30:00,0.0326588785526359,0,0.0,1.000033886288689,0.9845035655512882
2023-07-06 11:45:00,-0.2301787701514356,-1,0.0,1.000033886288689,0.9854635216675799
2023-07-06 12:00:00,-0.25217031969902837,-1,-0.0004174784302810597,0.9996163937116134,0.9858749314317049
2023-07-06 12:15:00,-0.16703057424193712,-1,0.0012519126443177875,1.0008678261143682,0.9846407021393296
2023-07-06 12:30:00,-0.16366196844614414,-1,0.001253481894150421,1.0021223958128405,0.9834064728469545
2023-07-06 12:45:00,0.00520974719010624,0,0.0004183516943241372,1.002541635415049,0.9829950630828297
2023-07-06 13:00:00,-0.09707907164551119,0,0.0,1.002541635415049,0.9831321996708714
2023-07-06 13:15:00,-0.05578777392343187,0,-0.0,1.002541635415049,0.9828579264947881
2023-07-06 13:30:00,-0.0641189259014289,0,0.0,1.002541635415049,0.9834064728469547
