Datetime,alpha_score,signal,strategy_return,cumulative_strategy_return,buy_and_hold
2023-07-03 09:30:00,0.0,0,,,
2023-07-03 10:00:00,0.0,0,-0.0,1.0,0.9999317312943747
2023-07-03 10:30:00,0.0,0,0.0,1.0,1.0020480611687603
2023-07-03 11:00:00,0.0,0,0.0,1.0,1.0042326597487712
2023-07-03 11:30:00,0.0,0,0.0,1.0,1.0055297651556527
2023-07-03 12:00:00,0.0024849808847624113,0,0.0,1.0,1.006212452211906
2023-07-03 12:30:00,5.461869324783209e-05,0,-0.0,1.0,1.0000682687056255
2023-07-03 13:00:00,-0.00046327837580046883,0,0.0,1.0,1.0008874931731297
2023-07-03 15:30:00,-0.0013324269204622041,0,0.0,1.0,1.0008874931731297
2023-07-05 09:30:00,-0.010312906939798396,0,-0.0,1.0,0.988735663571819
2023-07-05 10:00:00,-0.2469517197250242,-1,0.0,1.0,0.989554888039323
2023-07-05 10:30:00,0.0821433694679251,0,0.0026905829596411968,1.0026905829596413,0.9868924085199348
2023-07-05 11:00:00,0.0024295282579469323,0,0.0,1.0026905829596413,0.9910567995630806
2023-07-05 11:30:00,-0.15073235998611595,-1,0.0,1.0026905829596413,0.9916029492080833
2023-07-05 12:00:00,-0.12427734347290595,0,0.0024784853700516862,1.0051757369001955,0.989145275805571
2023-07-05 12:30:00,-0.05373462462993386,0,0.0,1.0051757369001955,0.9893500819224471
2023-07-05 13:00:00,-0.2470819707378141,-1,0.0,1.0051757369001955,0.9901693063899512
2023-07-05 13:30:00,-0.2956471436776235,-1,-0.00020683949255384526,1.0049678268608475,0.9903741125068273
2023-07-05 14:00:00,-0.28386157916508664,-1,0.00020679671882539719,1.0051756509099676,0.9901693063899513
2023-07-05 14:30:00,-0.272276332780971,-1,0.0005515719801433283,1.005730077634132,0.9896231567449486
2023-07-05 15:00:00,-0.15042624639825056,-1,0.001379690949227519,1.0071176743196097,0.9882577826324417
2023-07-05 15:30:00,0.40038935772993,1,0.0008462282398452592,1.0079699257364665,0.9874214909885313
2023-07-06 09:30:00,1.008878609571379,1,-0.014640048396854066,0.9932131972411112,0.9729655925723654
2023-07-06 10:00:00,0.20180346834907212,0,-0.0023856300870053193,0.990843757954962,0.9706444565811038
2023-07-06 10:30:00,0.2670158232512095,0,-0.0,0.990843757954962,0.9700300382304756
2023-07-06 11:00:00,-0.031990426383169436,0,-0.0,0.990843757954962,0.968323320589842
2023-07-06 11:30:00,0.031105107502453933,0,0.0,0.990843757954962,0.970917531403605
2023-07-06 12:00:00,-0.007005718521848014,0,-0.0,0.990843757954962,0.9705079191698529
2023-07-06 12:30:00,-0.02100749930774285,0,0.0,0.990843757954962,0.9713954123429823
2023-07-06 13:00:00,-0.011573899088726868,0,0.0,0.990843757954962,0.9720098306936105
2023-07-06 13:30:00,-0.04268475112872346,0,0.0,0.990843757954962,0.9724535772801751
2023-07-06 14:00:00,-0.25299941266892123,-1,0.0,0.990843757954962,0.9731703986892413
2023-07-06 14:30:00,-0.2409695903238986,-1,-0.0027358821466150207,0.9881329262074882,0.9758328782086294
2023-07-06 15:00:00,-0.11147090428329981,0,-0.0008395130824121466,0.9873033756887748,0.9766521026761334
2023-07-06 15:30:00,0.9827945612928973,1,0.0,0.9873033756887748,0.9780174767886401
2023-07-07 09:30:00,1.7693796415847443,1,0.008515984922518482,0.995711236350092,0.9863462588749318
2023-07-07 10:00:00,0.02168267356973641,0,0.0020071982281286704,0.9977098261794217,0.9883260513380668
2023-07-07 10:30:00,-0.0015870203343674952,0,0.0,0.9977098261794217,0.9885308574549428
2023-07-07 11:00:00,-0.004031935998980307,0,0.0,0.9977098261794217,0.9885991261605681
2023-07-07 11:30:00,0.22294844617035098,0,0.0,0.9977098261794217,0.9902375750955764
2023-07-07 12:00:00,0.19762454705498006,0,0.0,0.9977098261794217,0.9937192790824687
2023-07-07 12:30:00,0.2523931986755449,0,0.0,0.9977098261794217,0.9947433096668489
2023-07-07 13:00:00,-0.06694028875333542,0,-0.0,0.9977098261794217,0.993377935554342
2023-07-07 13:30:00,-0.036614753573290935,0,-0.0,0.9977098261794217,0.9920808301474605
2023-07-07 14:00:00,-0.2648312965430424,-1,0.0,0.9977098261794217,0.9924221736755873
2023-07-07 14:30:00,-0.27279279918026555,-1,0.0016509596202793908,0.9993570048152,0.990783724740579
2023-07-07 15:00:00,-0.05987983314956254,0,0.0014469785709364524,1.0008030529858827,0.9893500819224468
2023-07-07 15:30:00,2.1711010214383455,1,-0.0,1.0008030529858827,0.9852539595849263
2023-07-10 09:30:00,1.2546558912668975,1,0.008592017738359159,1.0094019705697415,0.9937192790824686
2023-07-10 10:00:00,0.1149547117732906,0,-0.001167903270129278,1.0082230867074382,0.9925587110868377
2023-07-10 10:30:00,-0.024566373752316326,0,-0.0,1.0082230867074382,0.9922173675587111
2023-07-10 11:00:00,-0.04078588081345817,0,0.0,1.0082230867074382,0.9924904423812125
2023-07-10 11:30:00,-0.08087850672042221,0,0.0,1.0082230867074382,0.9937875477880941
2023-07-10 12:00:00,-0.0626419478082364,0,-0.0,1.0082230867074382,0.9913298743855818
2023-07-10 12:30:00,-0.10181607227532445,0,0.0,1.0082230867074382,0.9914664117968323
2023-07-10 13:00:00,0.6105016594981053,1,-0.0,1.0082230867074382,0.9895548880393227
2023-07-10 13:30:00,-0.06097910135309773,0,-0.00027595722662976385,1.0079448602606063,0.9892818132168214
2023-07-10 14:00:00,-0.2691777168797148,-1,-0.0,1.0079448602606063,0.9887356635718187
