Datetime,alpha_score,signal,strategy_return,cumulative_strategy_return,buy_and_hold
2023-07-03 09:00:00,0.0,0,,,
2023-07-03 10:00:00,0.0,0,0.0,1.0,1.0005239520958082
2023-07-03 11:00:00,0.0,0,0.0,1.0,1.0029191616766469
2023-07-03 12:00:00,0.0,0,-0.0,1.0,1.0005239520958085
2023-07-03 13:00:00,0.0,0,0.0,1.0,1.0005239520958085
2023-07-03 15:00:00,0.00020958083832329778,0,0.0,1.0,1.0005239520958085
2023-07-05 09:00:00,-0.00023939552629603789,0,-0.0,1.0,0.9999251497005991
2023-07-05 10:00:00,-0.0005672065079483258,0,0.0,1.0,1.0014970059880244
2023-07-05 11:00:00,-0.00023939552629603789,0,-0.0,1.0,0.9999251497005991
2023-07-05 12:00:00,0.0003515869997442023,0,0.0,1.0,1.0011227544910182
2023-07-05 13:00:00,-0.14156640373929685,0,-0.0,1.0,1.0002245508982037
2023-07-05 14:00:00,0.11884233589534882,0,0.0,1.0,1.0025449101796409
2023-07-05 15:00:00,1.041659924652545,1,0.0,1.0,1.0047904191616768
2023-07-06 09:00:00,0.10937592295866957,0,-0.014302741358760529,0.9856972586412395,0.9904191616766467
2023-07-06 10:00:00,-0.28067595490939906,-1,-0.0,0.9856972586412395,0.9854790419161676
2023-07-06 11:00:00,-0.23373113670503864,-1,-0.003645754215403141,0.9821036487054369,0.989071856287425
2023-07-06 12:00:00,-0.1570745901889858,0,0.0013621916149536561,0.9834414620607187,0.9877245508982037
2023-07-06 13:00:00,-0.038299422585456766,0,0.0,0.9834414620607187,0.9894461077844312
2023-07-06 14:00:00,-0.08759983807950251,0,0.0,0.9834414620607187,0.9907185628742518
2023-07-06 15:00:00,1.0246061301011378,1,-0.0,0.9834414620607187,0.9892215568862277
2023-07-07 09:00:00,0.358503078276046,0,0.004388619854721609,0.9877574127870749,0.9935628742514973
2023-07-07 10:00:00,-0.02806284534903557,0,-0.0,0.9877574127870749,0.9925149700598804
2023-07-07 11:00:00,-0.21186992542689673,-1,0.0,0.9877574127870749,0.9958832335329345
2023-07-07 12:00:00,-0.15504536992730752,0,-0.0048853814355502845,0.9829318410598177,1.0007485029940122
2023-07-07 13:00:00,-0.13379256640500348,0,-0.0,0.9829318410598177,0.9978293413173657
2023-07-07 14:00:00,-0.1360420756573199,0,-0.0,0.9829318410598177,0.9937874251497011
2023-07-07 15:00:00,0.9395260710303035,1,-0.0,0.9829318410598177,0.9887724550898207
2023-07-10 09:00:00,0.47997784548604894,0,0.003255109765329278,0.9861313920943046,0.9919910179640722
2023-07-10 10:00:00,0.03375451635632167,0,0.0,0.9861313920943046,0.9925149700598804
2023-07-10 11:00:00,-0.24489552347295893,-1,-0.0,0.9861313920943046,0.9922904191616768
2023-07-10 12:00:00,-0.1795353309515813,0,0.0010560458625630265,0.9871727920708693,0.9912425149700602
2023-07-10 13:00:00,-0.01846289227972664,0,0.0,0.9871727920708693,0.9919910179640721
2023-07-10 14:00:00,-0.07866108957542173,0,-0.0,0.9871727920708693,0.9917664670658685
2023-07-10 15:00:00,0.8862326236342151,1,0.0,0.9871727920708693,0.9950598802395212
2023-07-11 09:00:00,0.6273764947872553,1,0.00436287046788042,0.9914796990920903,0.9994011976047908
2023-07-11 10:00:00,0.02741095930295321,0,0.0026213301378070764,0.9940786947083443,1.0020209580838328
2023-07-11 11:00:00,-0.22739919090360186,-1,0.0,0.9940786947083443,1.0023203592814376
2023-07-11 12:00:00,-0.17553540711793814,0,0.0011948323500858837,0.995266452091313,1.0011227544910184
2023-07-11 13:00:00,-0.15665640391192373,0,0.0,0.995266452091313,1.00247005988024
2023-07-11 14:00:00,-0.07870918408292198,0,0.0,0.995266452091313,1.0036676646706593
2023-07-11 15:00:00,1.0159785883588366,1,0.0,0.995266452091313,1.0062125748503
2023-07-12 09:00:00,0.421338309856137,0,7.43881574052363e-05,0.9953404881288114,1.006287425149701
2023-07-12 10:00:00,0.26524245121440443,0,-0.0,0.9953404881288114,1.0029940119760483
2023-07-12 11:00:00,-0.21749624011172025,-1,-0.0,0.9953404881288114,0.9966317365269466
2023-07-12 12:00:00,-0.1574707936270285,0,-0.00022530980097634767,0.9951162281615273,0.9968562874251502
2023-07-12 13:00:00,0.04017331059495647,0,0.0,0.9951162281615273,0.9968562874251502
2023-07-12 14:00:00,0.04609875834676117,0,0.0,0.9951162281615273,0.9969311377245512
2023-07-12 15:00:00,1.3084806581972086,1,-0.0,0.9951162281615273,0.9943862275449105
2023-07-13 09:00:00,0.8306887609902135,1,0.011516748212269556,1.006576731203207,1.0058383233532937
2023-07-13 10:00:00,0.054233898499413666,0,-0.002083643399315438,1.0044793842413309,1.00374251497006
2023-07-13 11:00:00,-0.1940416228069643,-1,0.0,1.0044793842413309,1.0071856287425152
2023-07-13 12:00:00,-0.1679103309005632,0,0.0017092746730082986,1.0061963154123736,1.0054640718562877
2023-07-13 13:00:00,-0.15367510522848124,0,-0.0,1.0061963154123736,1.0029191616766469
2023-07-13 14:00:00,-0.11927357302569615,0,-0.0,1.0061963154123736,1.0017215568862277
2023-07-13 15:00:00,0.5724667507240883,1,0.0,1.0061963154123736,1.0024700598802396
2023-07-14 09:00:00,0.21743515994165505,0,-0.0012693197939223078,1.004919130512649,1.0011976047904192
2023-07-14 10:00:00,-0.008260931536426075,0,-0.0,1.004919130512649,0.9958832335329344
2023-07-14 11:00:00,-0.19907764122665236,-1,0.0,1.004919130512649,0.9967814371257486
2023-07-14 12:00:00,-0.1919364420433485,-1,0.0003754599384244717,1.0052964373875128,0.9964071856287428
