Datetime,ClosePrice,AvgPrice,MedianPrice,LogAvgPrice,TotalVolume,TotalAmount,TradeCount,VWAP,FutureDirection
2023-08-23 15:00:00,143.23,143.10520467836258,143.1051461988304,4.963579910349363,17818,2549913.56,339,143.1052202105731,1
2023-08-23 15:30:00,143.46,143.3178935816894,143.31792140151515,4.965065100199164,168150,24104608.25,1663,143.3178013825625,0
2023-08-24 09:30:00,144.38,144.08701262139667,144.08736033519554,4.97041648840092,91038,13094280.755,445,144.08710742183797,0
2023-08-24 10:00:00,143.72,143.9483544256749,143.94830049261085,4.969453174150986,24313,3500434.22,385,143.94829214084237,0
2023-08-24 10:30:00,143.41,143.44913189279612,143.44917475728155,4.965980133523882,29257,4196526.865,422,143.44924461833008,1
2023-08-24 11:00:00,143.65,143.48281877729255,143.48281659388647,4.966215014653794,33909,4864980.49,456,143.48293937487773,0
2023-08-24 11:30:00,143.5,143.53228675644445,143.53214646464647,4.966559962638513,26553,3811241.455,343,143.5320646861212,0
2023-08-24 12:00:00,143.5,143.63864388888666,143.63873333333333,4.967300558597638,15605,2241313.39,257,143.63882979576002,1
2023-08-24 12:30:00,143.93,143.68388262620348,143.6838372093023,4.967614953023926,39893,5735344.955,455,143.68364350801164,0
2023-08-24 13:00:00,143.63,143.63540955273575,143.63549222797928,4.967277876097789,32371,4649715.325,423,143.63528767675132,1
2023-08-24 13:30:00,143.79,143.71357535460638,143.71353723404255,4.967822183630484,23427,3366788.45,363,143.71336063115956,1
2023-08-24 14:00:00,143.94,143.8402703703697,143.84027272727272,4.968703377103429,21758,3129635.605,308,143.84008428135152,1
2023-08-24 14:30:00,144.12,143.90610651273778,143.90586666666667,4.969160753067558,34983,5033373.26,486,143.9060975636889,1
2023-08-24 15:00:00,144.25,144.18500543350746,144.18502798507464,4.971097153322897,57249,8254596.47,629,144.18484384194403,0
2023-08-24 15:30:00,143.54,143.7958925476499,143.79588567839195,4.968394190578176,174490,25080973.905,1850,143.79579443324621,0
2023-08-25 09:30:00,144.71,144.7504441067169,144.7503125,4.975009798399269,135085,19538786.915,864,144.7506201242206,0
2023-08-25 10:00:00,143.69,144.09529194816307,144.09510729613734,4.970473148887254,49255,7095999.785,597,144.09557643628327,0
2023-08-25 10:30:00,143.64,143.70246085203627,143.70233160621763,4.967744678897769,21934,3152117.45,388,143.70247868221762,1
2023-08-25 11:00:00,144.37,143.9581339221202,143.9583293269231,4.969521482794837,28827,4149988.22,429,143.95808768452406,1
