Datetime,ClosePrice,AvgPrice,MedianPrice,LogAvgPrice,TotalVolume,TotalAmount,TradeCount,VWAP,FutureDirection
2023-07-03 09:30:00,133.62,133.35636494252873,133.3558620689655,4.89302336390547,66312,8845220.049999999,282,133.354966064023,0
2023-07-03 09:45:00,133.6,133.55075515928,133.55126666666666,4.894481428599982,8627,1152476.16,175,133.55079929952,1
2023-07-03 10:00:00,133.84,133.61925775194186,133.61962209302325,4.894994062789466,9094,1215277.98,176,133.61938910373254,0
2023-07-03 10:15:00,133.82,133.849609681375,133.849921875,4.896716722192365,8110,1085576.8699999999,151,133.84972286170313,0
2023-07-03 10:30:00,133.78,133.82040764792424,133.82056818181817,4.896498578576842,7350,983569.475,135,133.82024320975756,0
2023-07-03 10:45:00,133.67,133.64742521369232,133.64766025641026,4.895205018406863,9181,1226865.105,160,133.6474680961795,1
2023-07-03 11:00:00,133.82,133.77607103827867,133.77618852459017,4.896167205524143,8755,1171306.135,131,133.77579513504918,1
2023-07-03 11:15:00,133.85,133.7708119658205,133.77102564102563,4.896127835161737,8316,1112332.91,152,133.7704782119231,0
2023-07-03 11:30:00,133.83,133.793314484125,133.7933984375,4.896296057319273,8255,1104431.405,149,133.79324765979686,1
2023-07-03 11:45:00,133.99,133.88615157612676,133.8861971830986,4.89698968766232,11995,1605988.495,142,133.88600285788732,1
2023-07-03 12:00:00,134.19,134.03846142253164,134.03854430379747,4.898126629959157,9486,1271463.45,152,134.03850541220254,0
2023-07-03 12:15:00,134.19,134.2417500000135,134.24141891891892,4.899642188494869,9554,1282622.045,156,134.24207098113513,0
2023-07-03 12:30:00,133.92,133.9870967677561,133.9875,4.897743203789604,13032,1746007.9,197,133.98669380935365,0
2023-07-03 12:45:00,133.67,133.7860699399641,133.7859024663677,4.8962416921003085,49426,6611920.0625,604,133.7860812383094,0
2023-07-03 13:00:00,133.67,133.67,133.67,4.895374075983382,775710,103689155.69999999,4,133.67,0
2023-07-03 15:30:00,133.67,133.67,133.67,4.895374075983382,258570,34563051.9,2,133.67,0
2023-07-05 09:30:00,133.37,133.00809067807896,133.00723684210527,4.890409155709239,83406,11101042.040000001,395,133.0081800122807,1
2023-07-05 09:45:00,133.59,133.46724510461,133.4673,4.893855764388057,14883,1986153.21,253,133.46717972649,1
2023-07-05 10:00:00,133.72,133.6330910987629,133.63302835051545,4.895097799647996,11317,1512187.19,180,133.63219194028866,0
2023-07-05 10:15:00,133.41,133.5850096899186,133.5853488372093,4.894737944994851,10470,1398485.47,165,133.58480284286046,1
2023-07-05 10:30:00,133.62,133.50440697104125,133.5044329896907,4.894134413435716,13588,1814050.81,194,133.50401514528866,1
2023-07-05 10:45:00,133.8,133.72649803922351,133.7264117647059,4.8957962695929,11631,1555606.25,180,133.72632716236473,1
2023-07-05 11:00:00,133.92,133.84152521930264,133.84154605263157,4.896656379808664,13748,1840003.47,167,133.84192448798686,1
2023-07-05 11:15:00,134.06,133.9525109618218,133.9527277227723,4.897485084277857,19278,2582817.21,282,133.95258486943564,0
2023-07-05 11:30:00,133.89,133.89343042071846,133.89331067961166,4.897043991604217,10529,1409892.03,194,133.89348045307767,0
2023-07-05 11:45:00,133.59,133.6879674498706,133.68814705882355,4.895507967823493,16418,2194894.19,240,133.6882781480706,1
2023-07-05 12:00:00,133.74,133.67125405007218,133.67126288659793,4.895383384255779,13559,1812462.53,170,133.67127624655672,1
2023-07-05 12:15:00,133.77,133.73235177917581,133.7326923076923,4.895840411319969,14746,1971995.75,205,133.7325420441099,0
2023-07-05 12:30:00,133.69,133.7427970914079,133.74279605263158,4.895918468870751,12553,1678805.485,168,133.7431485690921,1
2023-07-05 12:45:00,133.75,133.71692312925714,133.717,4.895725036901742,9671,1293208.78,123,133.7170865166,0
2023-07-05 13:00:00,133.62,133.68503968253032,133.6848484848485,4.895486453376491,7888,1054414.815,103,133.6847910148182,0
2023-07-05 13:15:00,133.62,133.64967933004414,133.64955882352942,4.8952219858226655,14129,1888518.44,152,133.64959511930883,1
2023-07-05 13:30:00,133.71,133.65821666666665,133.65835,4.895285892300038,8064,1077845.2495,106,133.6580241006,0
2023-07-05 13:45:00,133.63,133.7084084249077,133.70843846153846,4.89566131740469,9566,1279024.03,133,133.70836041115385,1
2023-07-05 14:00:00,133.76,133.7164807478532,133.71646788990824,4.895721690283851,12023,1607585.8399999999,206,133.71650363105505,0
2023-07-05 14:15:00,133.74,133.68396563575257,133.68384020618558,4.8954785211112934,14528,1942215.6500000001,194,133.68408843680413,1
2023-07-05 14:30:00,133.91,133.80054565603191,133.80063829787235,4.896350072792366,10956,1465959.945,162,133.80067148712766,1
2023-07-05 14:45:00,133.94,133.88574497991567,133.88575301204818,4.89698675102529,9421,1261352.88,148,133.88587360896383,1
2023-07-05 15:00:00,133.95,133.9151608527093,133.91517441860466,4.897206461186403,10209,1367137.045,143,133.9150601226279,1
2023-07-05 15:15:00,134.01,134.0027818270102,134.00270408163266,4.897860532450956,13881,1860070.51,153,134.0026542795,0
2023-07-05 15:30:00,133.95,133.96051744505715,133.9605,4.897545087812848,17824,2387666.045,279,133.9604015375857,1
2023-07-05 15:45:00,134.24,134.14071738043333,134.1406325757576,4.898889007553582,124694,16732521.54,1045,134.14086042925757,0
2023-07-06 09:30:00,132.5,133.11461539367326,133.11398514851487,4.89120644418112,88042,11749496.889999999,317,133.11573969055445,0
2023-07-06 09:45:00,132.32,132.41704623868384,132.4165992647059,4.885956055820883,24995,3309225.64,344,132.4169450619853,0
