Datetime,ClosePrice,AvgPrice,MedianPrice,LogAvgPrice,TotalVolume,TotalAmount,TradeCount,VWAP,FutureDirection
2023-07-06 15:30:00,107.35,107.46335120462162,107.46340250965251,4.67714952517538,199548,21440001.9,1568,107.46330966733011,0
2023-07-07 09:30:00,107.99,107.72375061238536,107.72382926829268,4.679566608369855,91078,9780050.09,514,107.72321677457074,0
2023-07-07 10:00:00,107.72,107.82732311427226,107.82730366492146,4.680530331280677,37769,4073196.04,500,107.82754423017278,1
2023-07-07 10:30:00,107.97,107.82245028408524,107.8225284090909,4.680485385670561,26250,2830652.13,303,107.82243547363068,0
2023-07-07 11:00:00,107.87,107.96340432540666,107.96338333333333,4.681792262075472,30673,3311769.47,309,107.96365642534667,1
2023-07-07 11:30:00,108.17,108.1217630360442,108.12182320441988,4.68325757535761,37390,4042562.0475,377,108.12188197127072,0
2023-07-07 12:00:00,108.12,108.09028943469943,108.09005057803469,4.682966784767561,54793,5922588.015000001,494,108.09050287114451,1
2023-07-07 12:30:00,108.44,108.43335891155319,108.43313829787235,4.68613499285612,68148,7388075.765,715,108.43328309810107,1
2023-07-07 13:00:00,108.72,108.6381178041111,108.63806944444445,4.688022061364113,54480,5916070.205,564,108.63813117466111,0
2023-07-07 13:30:00,108.69,108.74539946842683,108.74548780487804,4.689009195743641,29049,3159206.4675,320,108.7455046842744,1
2023-07-07 14:00:00,108.8,108.75376283241559,108.7538474025974,4.689086192654353,24286,2641142.915,280,108.75374267958442,0
2023-07-07 14:30:00,108.46,108.55656409104402,108.5564465408805,4.687270877600135,17565,1906929.93,263,108.55647135513836,0
2023-07-07 15:00:00,108.34,108.38126998824075,108.38118209876542,4.6856552017186575,24285,2632119.154,303,108.38137210450618,0
2023-07-07 15:30:00,108.28,108.25556750916272,108.2556716101695,4.684494442984929,244223,26434195.5825,1774,108.25549054692372,0
2023-07-10 09:30:00,109.39,109.41417104353356,109.41390575079872,4.695137564864909,113010,12319627.299999999,826,109.41420285884344,1
2023-07-10 10:00:00,109.67,109.49126285657199,109.49131,4.695843939693146,51199,5607482.575,626,109.491326780412,1
2023-07-10 10:30:00,109.81,109.64284323700855,109.64271367521367,4.69722777419797,40023,4388285.175,481,109.64273106528631,1
2023-07-10 11:00:00,109.97,109.75034308883006,109.75044117647059,4.6982079359616975,32224,3536870.715,336,109.75031732357516,0
2023-07-10 11:30:00,109.97,109.97057502366853,109.97070224719101,4.700212644287964,53061,5835891.445,386,109.97050596582584,1
2023-07-10 12:00:00,110.04,109.93453810784128,109.93449735449735,4.699884691113655,25598,2813916.32,331,109.93455357673545,1
2023-07-10 12:30:00,110.08,109.9902931547619,109.9903050595238,4.700391911403382,24640,2710388.4525,302,109.99025861421428,0
2023-07-10 13:00:00,110.0,110.00887573447712,110.00895424836601,4.700560996818197,28141,3095805.475,315,110.0089107136928,1
2023-07-10 13:30:00,110.07,110.01135904761715,110.01131428571428,4.7005835260443405,25255,2778185.265,313,110.01145032542857,1
2023-07-10 14:00:00,110.57,110.23967351856383,110.23988031914894,4.702655613482088,36393,4012090.1,414,110.2398077418617,0
2023-07-10 14:30:00,110.52,110.62729013985859,110.62718434343434,4.706166669987422,48673,5384719.56,477,110.62735829422222,1
2023-07-10 15:00:00,110.53,110.57779490586047,110.57781395348837,4.705719164198694,39761,4396528.2175,471,110.57783050425115,1
2023-07-10 15:30:00,110.54,110.31365488964073,110.31365768463074,4.7033272093794976,244677,26994477.76,1674,110.31352338595809,0
2023-07-11 09:30:00,110.8,110.77408210022924,110.77415019762846,4.707491818459253,133216,14759244.215,735,110.77420299402371,0
2023-07-11 10:00:00,110.66,110.5134614525122,110.51373170731706,4.705136419322703,35775,3955021.13,489,110.51341392997074,0
2023-07-11 10:30:00,110.44,110.52657583881457,110.52667218543047,4.705255782329,23464,2593025.47,305,110.5266052633245,1
2023-07-11 11:00:00,110.725,110.72881012658229,110.72876582278481,4.707083707634751,18786,2080187.7,258,110.72889536084811,1
2023-07-11 11:30:00,110.96,110.90720253058822,110.90726470588235,4.708693181513173,18502,2051942.43,272,110.90715569776472,0
2023-07-11 12:00:00,110.67,110.7781764705956,110.77823161764707,4.707529369861542,18653,2066355.876,218,110.77815930458824,1
2023-07-11 12:30:00,111.01,110.94101835994374,110.94095,4.708998167200123,33323,3697124.12,341,110.94109498053123,1
2023-07-11 13:00:00,111.13,111.026193666664,111.026174,4.709766121081329,18569,2061550.05,228,111.026112585664,0
2023-07-11 13:30:00,111.05,111.00094649994244,111.0009892086331,4.7095386035521045,29377,3261035.7,278,111.00121112738849,1
2023-07-11 14:00:00,111.19,111.10009470899259,111.10033333333334,4.710431392831291,23461,2606480.295,248,111.10005003453333,1
2023-07-11 14:30:00,111.36,111.25032066027819,111.2503947368421,4.71178262386703,22656,2520270.345,278,111.25045366370676,0
2023-07-11 15:00:00,111.35,111.27133163266234,111.27131493506494,4.711971379657647,27176,3023681.0375,309,111.27131726668182,0
2023-07-11 15:30:00,111.22,111.35534931847835,111.35534296028881,4.712726156701978,231675,25793839.6,1727,111.35511876058663,0
2023-07-12 09:30:00,111.73,111.40484248918399,111.40481999999999,4.713168671062631,123568,13758786.36,733,111.404977790924,0
2023-07-12 10:00:00,111.65,111.5065835377177,111.50652511961722,4.714083027911264,42264,4713036.715,505,111.50671803000479,1
2023-07-12 10:30:00,111.88,111.81381393480991,111.81388429752066,4.716834956606693,54688,6115179.725,612,111.81376500554958,0
2023-07-12 11:00:00,111.49,111.70521026184784,111.70525815217393,4.71586287674478,41232,4606557.0575,456,111.70536095870108,0
2023-07-12 11:30:00,111.26,111.21255624999546,111.21256818181818,4.71144266279657,36366,4044782.025,416,111.21241787655,0
2023-07-12 12:00:00,111.02,111.04098105214635,111.04103658536584,4.7098989957358395,42002,4664118.9025,495,111.04100080167316,1
2023-07-12 12:30:00,111.16,111.11886370904317,111.11897482014389,4.710600275277838,17308,1923538.16,240,111.11890960346763,1
2023-07-12 13:00:00,111.46,111.40292495415108,111.40291366906474,4.71315310585006,18387,2048285.85,269,111.40268850401439,0
2023-07-12 13:30:00,111.27,111.37910565055901,111.37909937888199,4.712939516254186,31273,3482906.055,355,111.37919681919256,1
2023-07-12 14:00:00,111.37,111.37251082903613,111.3726656626506,4.712880346168746,26532,2955027.065,343,111.37245917969278,0
2023-07-12 14:30:00,111.2,111.25520103996553,111.25503448275862,4.711826427282855,29049,3232145.895,322,111.25515431233103,0
2023-07-12 15:00:00,111.1,111.21743579234973,111.21754098360657,4.711486616455012,26389,2934913.495,412,111.21747431563388,1
