,IC
momentum_3,-0.013289894086655667
cum_ret_3,-0.013293577538453522
bias_3,0.0018969636582646656
vol_mom_3,-0.10221500929500238
amt_mom_3,-0.10273068862117536
tradecount_mom_3,-0.07164998360096195
momentum_5,0.012906765741617839
cum_ret_5,0.012906765741617839
bias_5,-0.009595319519435182
vol_mom_5,-0.08664149364457822
amt_mom_5,-0.08647942299920956
tradecount_mom_5,-0.07244190099066258
momentum_10,0.005363073199398028
cum_ret_10,0.00536307321697237
bias_10,-0.008284020086885082
vol_mom_10,-0.034469479530905664
amt_mom_10,-0.03508092787479649
tradecount_mom_10,-0.044772018277223366
momentum_20,-0.017319460101014563
cum_ret_20,-0.017319460101014563
bias_20,-0.0010976602799967821
vol_mom_20,-0.05117012285139362
amt_mom_20,-0.051251158174077945
tradecount_mom_20,-0.04894902008950633
price_vol_combo,-0.019691656974023926
vol_price_divergence,-0.08711297188565068
mom_diff,-0.027132118964293465
